Station_Name,total_trains,unique_trains
MARARIKULAM,18,18
SANKARPUR,18,18
DOSAPADU,18,18
JAKHIM,18,18
MANOHARPUR,18,18
BAMNIA,18,18
TARANA ROAD,18,18
UTRAITIA JN,18,18
LADNUN,18,18
KUTRALAM,18,18
PANDAUL,18,18
SONBARSA KAC,18,18
MORAK,18,18
MORINDA,18,18
MOHARAJPUR,18,18
MOGA,18,18
CUMBUM,18,18
KARAMNASA,18,18
SAHIBZADA AJ,18,18
MATHURA CANT,18,18
TIRUVANNAMAL,18,18
HATHBANDH,18,18
MATERA,18,18
CHAURA BH,18,18
PAWAPURI ROA,18,18
SOPORE,18,18
BHUDPUR,18,18
HARRAD,18,18
VAIKAM ROAD,18,18
VADOD,18,18
BHULANPUR F,18,18
SAKALDIHA,18,18
VALIVADE,18,18
MAUHARI,18,18
KARISATH,18,18
ETTUMANUR,18,18
FALAKATA,18,18
BHAROLI,18,18
WARISALIGANJ,18,18
ADAS ROAD,18,18
HEJJALA,17,17
HIMAYATNAGAR,17,17
IDAPPALLI,17,17
TSUNDURU,17,17
KRISHNA,17,17
VYARA,17,17
PEDDAVADLAPU,17,17
INDUPALLI,17,17
BADNAPUR,17,17
JAISALMER,17,17
BARAN,17,17
CHANDERIYA J,17,17
VIRPUR,17,17
BATHNA KRITT,17,17
OBRADAM,17,17
BHUSANDPUR,17,17
TIMARNI,17,17
TILBHITA,17,17
METYAL SAHAR,17,17
SINDHU DURG,17,17
JATKANHAR,17,17
SILLI,17,17
BHESTAN,17,17
LUCKNOW CITY,17,17
GUJRAN-BALWA,17,17
JHARKHANDI F,17,17
JOARA,17,17
NARAYANPUR T,17,17
ANCHELI,17,17
CHILKA,17,17
MAHPUR,17,17
KHANDRAWALI,17,17
NAGAR NABI,17,17
CARMELARAM,17,17
VALLIUKUNNU,17,17
MAUR,17,17
SALEKASA,17,17
FATEH NAGAR,17,17
MUSRA,17,17
KALYANPUR RO,17,17
SATSANG NAGA,17,17
MALIYA HATIN,17,17
VEDCHHA,17,17
KANDALA,17,17
MUKUNDWADI H,17,17
GANJAM,17,17
SANTALDIH,17,17
MOHIUDDINPUR,17,17
SANGAM JAGAR,17,17
PARTAPUR,17,17
KUHURI,17,17
WENA,16,16
KULITALAI,16,16
KUMBLA,16,16
MEHIDPUR ROA,16,16
KASHI CHAK,16,16
MAYAKONDA,16,16
EKAMBARAKUPP,16,16
TAMNA,16,16
TALWANDI,16,16
HONNAVAR,16,16
KURALI,16,16
SRI RAMNAGAR,16,16
BINNAGURI,16,16
TULIN,16,16
SUDHRANA,16,16
SUDHANI,16,16
SORBHOG,16,16
KURUPPANTARA,16,16
KOTTARAKKARA,16,16
PAYYOLI,16,16
HATHUA,16,16
PANIYAHAWA,16,16
PANDORI,16,16
PANDABESWAR,16,16
BHIMADOLU,16,16
LACHHMANPUR,16,16
TALCHER,16,16
TALBAHAT,16,16
TANGUTURU,16,16
BHUCHCHU,16,16
BUNDI,16,16
BADSHAHPUR,16,16
PETLAD JN.,16,16
AMMASANDRA,16,16
AMLORI SARSA,16,16
KOSLI,16,16
DAURALA,16,16
HARPALPUR,16,16
HARNAUT,16,16
BAZPUR,16,16
SAGARDIGHI,16,16
KAPURTHALA,16,16
SAIDRAJA,16,16
SAIDAPUR,16,16
KARAMSAD,16,16
PAHARPUR,16,16
PADADHARI,16,16
DEVANUR,16,16
PACHRUKHI,16,16
HARI SHANKAR,16,16
LAMBHUA,16,16
DANGOAPOSI,16,16
SUJNIPARA,16,16
VISHNUPURAM,16,16
AGAS,16,16
AGARTALA,16,16
TARN TARAN,16,16
MORGRAM,16,16
MARKONA,16,16
MARIAHU,16,16
BARPALI,16,16
SANKARIDRUG,16,16
BHATIEL,16,16
HAMRE,16,16
SIRARI,16,16
LIMBGAON,16,16
LAXMIBAINAGA,16,16
BHUTESHWAR,16,16
KARANPURATO,16,16
KARIMGANJ JN,16,16
EZHUKONE,16,16
SALMARI,16,16
BYADGI,16,16
KANTADIH,16,16
AJAMPUR,16,16
BIKRAMSHILA,16,16
BARIPADA PH,16,16
KANSBAHAL,16,16
ARNI ROAD,16,16
NUJELLA,16,16
NOWROZABAD,16,16
BAWANI KHERA,16,16
HAIDARNAGAR,16,16
TINSUKIA JN.,16,16
NIPHAD,16,16
ROSHANPUR,16,16
KANINA KHAS,16,16
KANIMAHULI P,16,16
BALANAGAR,16,16
DUHAI,16,16
MANHERU,16,16
MANGAON,16,16
TARAPUR,16,16
CANACONA,16,16
SIMARIA,16,16
KIRATPUR SAH,16,16
KODUMUDI,16,16
SITAPUR CITY,16,16
AUVANEESWARA,16,16
CHANDAULI MA,16,16
CHERIYANAD,16,16
NILOKHERI,16,16
NILJE,16,16
GARLA,16,16
GARHWA,16,16
GARHI MANIKP,16,16
MUHAMMADGANJ,16,16
MUGMA,16,16
MUGAT,16,16
RUNDHI,16,16
ROWTA BAGAN,16,16
JATUSANA,16,16
PUNPUN GHAT,16,16
PUNALUR,16,16
NIDVANDA,16,16
NIDAMANURU,16,16
SULTANPUR LO,16,16
MUKURIA,16,16
MANDI GOBIND,16,16
MANDAWAR MAH,16,16
TALAJA PANCH,16,16
BANKATA,16,16
KISHANGARH B,16,16
NEW MORINDA,16,16
NEW MISAMARI,16,16
GULLAGUDA,16,16
NELLORE SOUT,16,16
BHIGVAN,16,16
BOGRI ROAD,16,16
AHIRAN H,16,16
THANPAR NAGA,16,16
NAYAGAON,16,16
JHARLI,16,16
KHURDPUR,16,16
KAMPUR,16,16
MURHIPAR,16,16
MURDESHWAR,16,16
URMA,16,16
CHAIBASA,16,16
CHITGIDDA,16,16
KILIKOLLUR,16,16
ATUL,16,16
TIHU,16,16
NAWAPARA ROA,16,16
NAUTANWA,16,16
GORESWAR,16,16
RAJALDESAR,16,16
GOURINATHDHA,16,16
RAIL COACH F,16,16
SURIAWAN,16,16
SHOLAKA,16,16
MALKHAID ROA,16,16
MALIYA MIYAN,16,16
KALUBATHAN,16,16
DADPUR BH,16,16
MANDAVALLI,16,16
CHHOTI KHATU,16,16
CHHOTA AMBAN,16,16
NAR TOWN,16,16
NAPASAR,16,16
RAJMAHAL,16,16
DHEKIAJULI R,16,16
SHIMOGA,16,16
MAHALI MARUP,16,16
AMARDA ROAD,16,16
BIJNI,16,16
UNTARI ROAD,16,16
RAY,16,16
ASANBONI,16,16
RAVER,16,16
RAVALPALLI K,16,16
KAMALAPURAM,16,16
BANCHARI,16,16
BANAVAR,16,16
DODBALLAPUR,16,16
SATHI,16,16
BANAPURA,16,16
VIJAYPUR JAM,16,16
BOMMIDI,16,16
VIDYAPATINAG,16,16
KHATKURA PH,16,16
ANKORAH (AKO,16,16
RAMGARH CANT,16,16
NAGALAPALLE,16,16
KALITALAVADI,16,16
KALISINDH,16,16
TENNERU HALT,16,16
SAYAMA,16,16
SEWAPURI,16,16
RAMDEVRA,16,16
GOLLAPALLI,16,16
NALWAR,16,16
DAHINA-ZAINA,16,16
MAJRI JN.,16,16
MAJHOWALIA,16,16
MAJBAT,16,16
CHUDAWA,16,16
VALLABH VIDH,16,16
MAU RANIPUR,16,16
SALAUNA,16,16
SALANPUR,16,16
GOILKERA,16,16
RAMGARHWA F,16,16
NAGERCOIL TO,16,16
GHUGHULI,16,16
RANINAGAR JA,16,16
KALANAUR KAL,16,16
KALAMBOLI,16,16
BONGAIGAON,16,16
KHAMBHAT,16,16
TELTA,16,16
YAWARPURA,16,16
WANPARTI ROA,16,16
DATIVLI,16,16
SRI DUNGARGA,16,16
HOSHIARPUR,16,16
BELPAHAR,16,16
PATTAN,16,16
PATIA HALT,16,16
PATHSHALA,16,16
DAUDPUR,16,16
PARK CIRCUS,16,16
SRIRANGAPATT,16,16
KUNDARA,16,16
PARMALKASA,15,15
DAULATABAD,15,15
MEJA ROAD,15,15
BHANVAD,15,15
PATHRAD HALT,15,15
DABHAURA,15,15
VENKATACHALE,15,15
KALANOUR,15,15
RAMPUR MANIH,15,15
RANAVAV,15,15
RANIPATRA,15,15
BAITARANI RO,15,15
LADHOWAL,15,15
ITOLA,15,15
DARAZPUR,15,15
KUSIARGAON,15,15
SAKHOTI TAND,15,15
TANDWAL,15,15
BARMER,15,15
BUDHLADA,15,15
GHUM,15,15
MALIHABAD,15,15
TIRUPARANKUN,15,15
SOJAT ROAD,15,15
DEORI,15,15
KARANJGOAN,15,15
GANGADHARPUR,15,15
PILI BANGAN,15,15
PILKHANI,15,15
JALALGARH,15,15
PABLI KHAS,15,15
LAKSHANNATH,15,15
SIWAN KACHER,15,15
SLEEMNABAD,15,15
SINGHPUR,15,15
SIR GURUDAS,15,15
SIRAJNAGAR,15,15
DHAMDHAMIA,15,15
RASMARA,15,15
RAUTARA,15,15
BASAVANA BAG,15,15
BATHNAHA,15,15
JALALKHALI H,15,15
MANSURPUR,15,15
BARSHI,15,15
KARMAD,15,15
ARARIYA,15,15
MIANGRAM,15,15
PIPRIDIH,15,15
LIMDI,15,15
MOTICHUR,15,15
RAWATPUR,15,15
MUSTAFABAD,15,15
ANGALAKUDURU,15,15
SIMRAHA,15,15
SINDI,15,15
GURSAHAIGANJ,15,15
MANIKUI,15,15
MANJESHWAR,15,15
DUKHERI,15,15
DORAHA,15,15
JAWAD ROAD,15,15
POTUL,15,15
NIKURSINI,15,15
GANGANIA,15,15
GARH BANALI,15,15
SARUPATHAR,15,15
KADAMBUR,15,15
SARUPSAR JN.,15,15
SARDARGARH,15,15
ROHANA KALAN,15,15
TARUR,15,15
LUNKARANSAR,15,15
BANI BIHAR,15,15
MURARPUR HAL,15,15
BAKAL,15,15
BAKHRABAD,15,15
ANCHURI PH,15,15
DHOBHI,15,15
DALAN,15,15
NAVAGADH,15,15
GOSALPUR,15,15
CHIKALTHAN,15,15
JORAWASAN,15,15
NARAYANGARH,15,15
KESRI,15,15
KETO HALLI H,15,15
SARSAWA,15,15
CHILUVUR,15,15
TEKA BIGHA,15,15
KASBA,15,15
PARSODA,15,15
SRINIVASANAG,15,15
KUNKI BH,15,15
PARIAWAN KAL,14,14
KUCHMAN,14,14
SRIVAIKUNTAM,14,14
VAITHISVARAN,14,14
TALVADIYA,14,14
CHAS ROAD PH,14,14
BADAUN,14,14
PATAN,14,14
VENDRA HALT,14,14
BHATTIPROLU,14,14
RAMPUR  HALT,14,14
KAJRAT NAWAD,14,14
NAGROTA SURI,14,14
GODAPEASAL,14,14
HARSAR DEHRI,14,14
CHANERA,14,14
CHANGSARI,14,14
PATTIKKAD HA,14,14
LACHYAN,14,14
LAHABON HALT,14,14
PANCHOT,14,14
PANGAON,14,14
HATHURAN,14,14
BIRPURUSOTHA,14,14
JIWDHARA,14,14
GOTHAN GAM,14,14
SHRI BHADRIY,14,14
MANAPARAI,14,14
MANCHILI,14,14
MANDA ROAD,14,14
GAROTH,14,14
GHANAULI,14,14
REN,14,14
KALUNGA,14,14
BHATTU,14,14
NANDPUR BHAT,14,14
BHAGWANSAR,14,14
DAULATPUR HA,14,14
BHIRA KHERI,14,14
ACHARYA NARE,14,14
CHINCHLI,14,14
CHAJLI,14,14
URKURA,14,14
KAMAN,14,14
REPALLE,14,14
KHAJAURAHO,14,14
ANGADIPURAM,14,14
DHIRPUR,14,14
AMGURI,14,14
SURAVALI (H),14,14
NARGANJO HAL,14,14
JNANA BHARAT,14,14
NASRALA,14,14
BAHADUR SING,14,14
JIRADEI,14,14
JITA KHERI,14,14
UMROLI,14,14
UNDI,14,14
NAZARETH,14,14
BASUCHAK HAL,14,14
BASWA,14,14
BODWAD,14,14
SIKANDRA RAO,14,14
KILA ZAFARGA,14,14
GULER,14,14
RAGHURAJ SIN,14,14
GUBBI,14,14
MADDIKERA,14,14
MADHAVNAGAR,14,14
BANGROD,14,14
CHIRGAON,14,14
CHITRADURG,14,14
KAIMGANJ,14,14
KADAVAKUDURU,14,14
DUDHINAGAR,14,14
AMBATURAI,14,14
DABTARA,14,14
KECHKI,14,14
MANDHAR,14,14
MANDI ADAMPU,14,14
ROBERTSGANJ,14,14
DHANUVACHAPU,14,14
MADHOSINGH,14,14
MADURANTAKAM,14,14
KHOIRABARI,14,14
DHARMANAGAR,14,14
DHAURA,14,14
DHEENA,14,14
PUTLACHERUVU,14,14
JHALAWAR ROA,14,14
KINANA,14,14
UPPU GUNDURU,14,14
MAGHAR,14,14
DHODA KHERI,14,14
DHOLA MAJRA,14,14
DHINOJ,14,14
MAHENDRANATH,14,14
THANDLA ROAD,14,14
RAJGHAT PH,14,14
GOPALPUR BAL,14,14
GOLLAPROLU,14,14
NANGAL MUNDI,14,14
NANGUNERI,14,14
NAGAL,14,14
GURUVAYUR,14,14
POWERPET,14,14
GURNAY,14,14
DALHOUSI ROA,14,14
DALMAU JN.,14,14
JAWALAMUKHI,14,14
JAWANWALA SH,14,14
JENAPUR ROAD,14,14
NILAMBUR ROA,14,14
TIKUNIA,14,14
JATDUMRI HAL,14,14
RUDRAPUR CIT,14,14
RUNKHERA,14,14
ROMANA ALBEL,14,14
GANJ DUNDWAR,14,14
DONDAICHA,14,14
DHANDARI KAL,14,14
TARAON,14,14
KAYALPATTINA,14,14
SARAGBUNDIA,14,14
SARAI BANJAR,14,14
JANKIDAIPUR,14,14
NIMPURATHROU,14,14
JARAUDA NARA,14,14
TIKEKARWADI,14,14
TIKIRAPAL PH,14,14
CHERUKARA HA,14,14
CHETTINAD,14,14
JANDRAPETA H,14,14
UKHRA,14,14
CHAND BHAN,14,14
UMESHNAGAR,14,14
KODAGANUR,14,14
KIRLOSKAR WA,14,14
AMDARA,14,14
MAHESHI,14,14
MAHRAWAL,14,14
TAKARI,14,14
ANKAI,14,14
SHAM CHAURAS,14,14
MAHUAWA KHUR,14,14
BOLINNA DOAB,14,14
BAREILLY JN,14,14
KAMAKHYAGURI,14,14
RAVINDRAKHAN,14,14
MAJORDE JN.,14,14
MAKANSAR,14,12
SEYDUNGANALL,14,14
NIPANIA,14,14
PONDURU,14,14
NUAGAON-MAYU,14,14
NURPUR ROAD,14,14
OBAIDULLA GA,14,14
PIPRADIH,14,14
SAMBALPUR CI,14,14
SAMLAYA JN.,14,14
KARKELI,14,14
DUBRAJPUR,14,14
BAMANHERI,14,14
BRIJMANGANJ,14,14
SANKHARI,14,14
APPIKATLA,14,14
SANOSARA,14,14
SITALPUR,14,14
KANTH,14,14
KATRA,14,14
MANUBOLU,14,14
SANGOLA,14,14
KATHUNANGAL,14,14
DUDWA,14,14
UTRAN,14,14
KARKHELI,14,14
KARONA HALT,14,14
FARHEDI HALT,14,14
KARJARA,14,14
KARAVADI,14,14
PIPRAIGAON,14,14
TILDANGA,14,14
LANJI GARH R,14,14
LIMKHERA,14,14
TADWAL,14,14
BASNI,14,14
GOLHALLI,14,14
ANKUSPUR,14,14
DING,14,14
DISA,14,14
ANVARDIKANPE,14,14
VENTRAPRAGAD,14,14
KALDHARI,14,14
RAPARLA HALT,14,14
GOHANA,14,14
RAMGOVINDSIN,14,14
FATEHSINGHPU,14,14
HALDIA,14,14
PIPOLOD,14,14
ODELA,14,14
SAHATWAR,14,14
SAHERI (HALT,14,14
FURSATGANJ,14,14
MODLIMB,14,14
MODUKURU HAL,14,14
MOHRI,14,14
ARUMUGANERI,14,14
ARUNACHAL,14,14
MOTARI HALT,14,14
UGAR KHURD,14,14
DANAULI PHUL,14,14
LALGANJ,14,14
LALGOPALGANJ,14,14
BIHAIROGANJ,14,14
PHUSRO,14,14
KOPA SAMHOTA,14,14
HARIPUR GRAM,14,14
HARISINGA,14,14
HARMUTI,14,14
DAURAM MADHE,14,14
LAILAKH MAMA,14,14
KOSAD,14,14
SOMNA,14,14
SOMNATH,14,14
BADMAL,14,14
SOHANSRA,14,14
CHANDRAGIRI,14,14
TURKI,14,14
PHESAR,14,14
TUVVUR HALT,14,14
PAHLEJAGHAT,14,14
JAI JAI WANT,14,14
SAGARPALI,14,14
JAINTIPURA,14,14
TIRUNNAVAYA,14,14
MINCHNAL,14,14
TALHERI BAZU,14,14
BILPUR,14,14
VANIYAMBALAM,14,14
BHULI,14,14
AKBAR GANJ,14,14
CHAKARBHATHA,14,14
RANPUR,14,14
KHARBAO,14,14
MAJHGAWAN,14,14
MALARNA,14,14
MALATIPATPUR,14,14
VEMURU HALT,14,14
KOTTA PANDIL,14,14
KRISHNA DEVA,14,14
KURUMBUR,14,14
STUARTPURAM,14,14
DANWAR,14,14
PALIA KALAN,14,14
TIRUCHENDUR,14,14
TIRUKKOVILUR,14,14
PALLIKONA HA,14,14
DARA,14,14
KOTHARI ROAD,14,14
SAIYEDPUR BH,14,14
VALAPUZHA HA,14,14
KARAINTHI,14,14
MATARI,14,14
SADHOO GARH,14,14
PARSIPUR,14,14
HIREHALLI,14,14
ZERPUR PALI,14,14
KUCHAVARAM H,14,14
MCCLUSKIEGAN,14,14
MELATUR HALT,14,14
SAMAR GOPALP,14,14
ERRUPALEM,14,14
PANPOSH,14,14
HIND,14,14
KUMRABAD ROH,14,14
WRS COLONY,14,14
DARYAPUR,14,14
KASIMPUR HAL,14,14
KATAKHAL JN.,14,14
TALARA,14,14
ADINA,14,14
SUDSAR,14,14
ADIPUR,14,14
KULPAHAR,14,14
KUMARBAGH,14,14
KULWA,14,14
CHINNARAVURU,14,14
TEK NEWAS,14,14
BUGGANAPALLI,14,14
WANEGAON HAL,14,14
MAYYANAD,14,14
HIRAKUND,14,14
BELRAYAN,14,14
KURICHEDU,14,14
HOLE-ALUR,14,14
PARSABAD,14,14
SISVINHALLI,13,13
SIRNAPALLI,13,13
LALGUDI,13,13
PIPLIA,13,13
NIYALISHPARA,13,13
DAKOR,13,13
BANKHEDI,13,13
MAHAJAN,13,13
SAHID MATANG,13,13
SHIUPUR,13,13
KOTABOMMALI,13,13
KONDAPALLI,13,13
WADHWAN CITY,13,13
VYASANAGAR,13,13
NIM-KA-THANA,13,13
PALLIYADI H.,13,13
TRIPAL,13,13
SAHASRAKUND,13,13
NICHITPUR,13,13
PANAPAKAM,13,13
BENAPUR,13,13
MADANKATA,13,13
UMRETH,13,13
NEW GUNTUR,13,13
BALARAMAPURA,13,13
KARAJGI,13,13
KANTI,13,13
BEOHARI,13,13
SADANAPURA,13,13
TUTICORIN,13,13
KOLAKALUR HA,13,13
KAPILAS ROAD,13,13
ODE,13,13
BAGRATAWA,13,13
HAIDERGARH,13,13
TILARU,13,13
SUDAMDIH,13,13
RUKNI,13,13
PIPRAHAN,13,13
PANIA JOB,13,13
HURMUJPUR (H,13,13
JAKHAPURA JN,13,13
NAZARBAG,13,12
BMY H CABIN,13,13
DHANMANDAL,13,13
PORADANGA,13,13
RAFALESHWAR,13,12
PANIARA HALT,13,13
BHOKAR,13,13
ANGUA PH,13,13
BARETA,13,13
RAGHUNATHBAR,13,13
GUDMA,13,13
NAYAK DIH HA,13,13
DADHAPARA,13,13
SATHAJAGAT,13,13
BORTALAO,13,13
SARKONI,13,13
DAGORI,13,13
NARNAUL,13,13
NANGAL PATHA,13,13
RAJAGODA,13,13
BILHAUR,13,13
SANKA,13,13
WADSA,13,13
KALPI,13,13
USKA BAZAR,13,13
CHACHURA BIN,13,13
BARYAL HIMAC,13,13
KAMALGANJ,13,13
SANGMESHWAR,13,13
RINGUS JN.,13,13
BALOTRA JN.,13,13
RAMBHA,13,13
CHURCHGATE,13,13
BHALEJ,13,13
KARIMUDDINPU,13,13
BHARMAR,13,13
SALICHAUKA,13,13
BARRAJPUR,13,13
KULITTURAI W,13,13
BIRAPATTI,13,13
DAREKASA,13,13
SRUNGAVRUKSH,13,13
HATTA ROAD,12,12
BABRALA,12,12
PATIALI,12,12
BANTAWALA,12,12
TRILOCHAN MA,12,12
INDIA PAPER,12,12
HATPURAINI H,12,12
PARAIYA,12,12
PARADEEP,12,12
IMLI,12,12
IKRAN,12,12
HUSAINPUR,12,12
PANTNAGAR,12,12
PANPALI  PH,12,12
TIRUVALAM,12,12
ALIGANJ,12,12
ALAMPUR,12,12
LAKSHMIPUR R,12,12
DANIYAWAN BA,12,12
DANGARWA,12,12
PANCHRA,12,12
PANCH RUKHI,12,12
DEKARGAON,12,12
BHIMGARA JN.,12,12
BARALA,12,12
BARAHAT,12,12
DEPALSAR,12,12
DEOGHAR,12,12
AMMAPALI,12,12
SOLDEVANAHAL,12,12
KORATTI ANGA,12,12
BHUPADEOPUR,12,12
CHEBROL,12,12
PENNADA AGRA,12,12
PALGHAT TOWN,12,12
PALAYAMKOTTA,12,12
PANDARAVADAI,12,12
KOIRIPUR,12,12
PANYAM,12,12
KOPARLAHAR,12,12
SOHAL,12,12
SOGORA,12,12
SIWANI,12,12
SIVUNGAON,12,12
KOLNUR,12,12
KOLLIKHUTHA,12,12
VISHWANATH C,12,12
KIRAOLI,12,12
LOHAPUR,12,12
PERECHERLA,12,12
PERALAM JN.,12,12
TIRUPATI WES,12,12
PALANI,12,12
PALSORAMKDN,12,12
DANDUPUR,12,12
DEVARGUDDA,12,12
VIRBHADRA,12,12
BERAWANYA,12,12
KANJIKODE,12,12
KANALUS,12,12
GAJAPATI NAG,12,12
SAHADAI BUZU,12,12
MOKALSAR,12,12
KAPARPURA,12,12
MOHANLALGANJ,12,12
MODRAN,12,12
MOTURU,12,12
MOTH,12,12
VADANAM KURU,12,12
TARLUPADU,12,12
PAKKI,12,12
SINGHIAGHAT,12,12
JAGUDAN,12,12
ISMAILPUR,12,12
SIRATHU,12,12
DHALGAON,12,12
BANMANKHI JN,12,12
PAJIAN,12,12
HANWANT,12,12
AYYAMPET,12,12
AWATARNAGAR,12,12
PHIRANGIPURA,12,12
SIKAR JN.,12,12
SIHO,12,12
PINDRA ROAD,12,12
PILERU,12,12
OLLUR,12,12
UJALVAV,12,12
CHANDPUR SIA,12,12
JAITHARI,12,12
PACHHAPUR,12,12
JALALABAD,12,12
JAKOLARI,12,12
JAKHLAUN,12,12
PALAMPUR HIM,12,12
BMY G CABIN,12,12
SWAMI MALAI,12,12
KHODRI,12,12
HALDAUR,12,12
PIPLODA BAGL,12,12
DHANERA,12,12
KIRODIMALNAG,12,12
BMY C CABIN,12,12
LUNSU  HALT,12,12
DAMAN JODI,12,12
SUNDARAPERUM,12,12
SULTANPUR KA,12,12
SILAUT,12,12
LOTTEGOLLAHA,12,12
BANO,12,12
BAGDOGRA,12,12
BICHIA,12,12
TILRATH,12,12
PIRO,12,12
NUNKHAR,12,12
NOHBACHHAMAD,12,12
OLAPUR,12,12
BAGHAULI,12,12
CHANDOK,12,12
SHRIRAJNAGAR,12,12
BHIKNUR,12,12
SHRI MAKRI N,12,12
VILLIANUR HA,12,12
NIWAR,12,12
GAJJELAKONDA,12,12
MODELGRAM,12,12
MISAMARI,12,12
KARAMTOLLA,12,12
KANTHALIYA R,12,12
MUDDALINGANA,12,12
RUDAIN,12,12
KANKAHA,12,12
KANJIRAMMITA,12,12
HANDIA KHAS,12,12
GURHA KEMLA,12,12
PRATAP BAGH,12,12
GURU HARSAHA,12,12
POTKAPALLI,12,12
JALOR,12,12
MADWARANI,12,12
MADANA PALLE,12,12
MACHAVARAM H,12,12
DHANSU,12,12
POCHARAM HAL,12,12
BICHPURI,12,12
NIWARI,12,12
UKLANA,12,12
UKHALI HALT,12,12
UJHANI,12,12
ALWAR TIRUNA,12,12
TIKIRI,12,12
PULLA,12,12
JAMALPUR SHA,12,12
KHONGSARA,12,12
KHOJEWALA,12,12
SHIVANI,12,12
DHAUNI,12,12
DHARUADIHI,12,12
NINGALA,12,12
TAKIPUR,12,12
KHAT,12,12
MAHMUDABAD (,12,12
KHETIA,12,12
MAIKALGANJ,12,12
NIMDIH,12,12
NILGIRI ROAD,12,12
PUNSIA H,12,12
PUNNAPRA,12,12
POLUR,12,12
POLLACHI,12,12
DHONDI HALT,12,12
MAHALAM,12,12
MAHWAL,12,12
BONA KALU,12,12
BOLSA,12,12
BOJAWAS HALT,12,12
KHATU,12,12
SHEDBAL,12,12
KHARA,12,12
KHANTAPARA,12,12
BETNOTI PH,12,12
BETHAMPURDI,12,12
NISHANGARA,12,12
ANKOLA,12,12
DHUTRA,12,12
BASUDEOPUR C,12,12
TANGARMUNDA,12,12
BULLUANA,12,12
BULANDSHAHR,12,12
GARAHANI,12,12
GANNAVARAM,12,12
GARHNOKHA,12,12
MUKTSAR,12,12
KANHADGAON,12,12
KANGRA MANDI,12,12
KANGRA,12,12
FIROZPUR CIT,12,12
SAHAWAR TOWN,12,12
PUNDI,12,12
CHANDAFORT,12,12
RADHIKAPUR,12,12
POKHARNI NAR,12,12
SAVANUR,12,12
NEW BALRAMPU,12,12
BHADRACHALAM,12,12
DARYAOGANJ,12,12
BHOJO,12,12
TADAKAL PUDI,12,12
ANJAR,12,12
WYNDHAMGANJ,12,12
ANGAR GHAT,12,12
KHANDIKAR,12,12
GULEDAGUDDA,12,12
NEMAM,12,12
NELLAYI,12,12
KHAGA,12,12
BANASANDRA,12,12
JHAWAR HALT,12,12
JHARRADIH,12,12
CHAMARDIGHI,12,12
CHAMARAJAPUR,12,12
BASUDEBPUR H,12,12
JASWANTNAGAR,12,12
BONIDANGA,12,12
KUNDGOL,12,12
MALKAPURAM,12,12
CHHIPADOHAR,12,12
CHHINA,12,12
THATHANKULAM,12,12
THARSA,12,12
KUNDANGANJ,12,12
RAIBHA,12,12
RAHIMABAD,12,12
ADHARTAL,12,12
GUDGERI,12,12
ATTUR,12,12
RAHAMA,12,12
KUMAHU,12,12
NAYA NAGAR,12,12
SATHIAON,12,12
DOIWALA,12,12
SAUNSHI,12,12
SATULUR,12,12
DIGHA BRIDGE,12,12
DIBRUGARH TO,12,12
DILAWARNAGAR,12,12
SEMRA,12,12
SASALU,12,12
ABHANPUR JN.,12,12
NAVABPALEM,12,12
BAHANAGA BAZ,12,12
JOGIARA,12,12
JHULASAN,12,12
MANDAMARI,12,12
MANDAGERE,12,12
KESHORAI PAT,12,12
KENDUKANA,12,12
VATLUR,12,12
UNA HIMACHAL,12,12
BATHINDA CAN,12,12
JHUSI,12,12
RAIGANJ,12,12
RAIBOJHA,12,12
FARUKHNAGAR,12,12
MIHINPURWA,12,12
CHIMALPAHAD,12,12
CHIT BARAGAO,12,12
ROBERTSON,12,12
BARUNA,12,12
KANAKPURA,12,12
MULLANPUR,12,12
MULKI,12,12
GEVRA-ROAD,12,12
KALSUR,12,12
TANKUPPA,12,12
CHOVVARA,12,12
DOBBSPET,12,12
DIVITPALLI H,12,12
KULUKALUR HA,12,12
JUHARPURA,12,12
KOTTIKULAM,12,12
AMBARI FALAK,12,12
SARNA,12,12
PARMANAND,12,12
CINTALPALLI,12,12
HIRENANDURU,12,12
KAVATHE MAHA,12,12
GRAM KHARIKA,12,12
GOVINDGARH K,12,12
TOLRA,12,12
NARAYANPUR A,12,12
JUCHANDRA,12,12
JORAMOW,12,12
FAZALPUR,12,12
FATEHPUR-SIK,12,12
KACHCHANAVIL,12,12
KABAKA PUTTU,12,12
K-CABIN BNDM,12,12
BAIJNATH PAP,12,12
CHIHERU,12,12
CHIANKI,12,12
CHIKASANA,12,12
NAVIPET,12,12
MANJHRA PURA,12,12
KAYDI HALT,12,12
BARIWALA,12,12
MANGRA,12,12
MANENDRAGARH,12,12
MANDI DHANAU,12,12
BILASPUR ROA,12,12
THALANGAI,12,12
CHILHIA,12,12
CHIKODI ROAD,12,12
BHAGWANPUR D,12,12
BIJNOR,12,12
CHALGERI,12,12
BIRSOAL,12,12
NANGAL DEGRO,12,12
JUGPURA PH,12,12
NANWAN HALT,12,12
NANJANGUD TO,12,12
GORAYA,12,12
KURI,12,12
BHAGA JN,12,12
RAJHAURA,12,12
RAJENDRA PUL,12,12
KACHUJOR  FL,12,12
SANSARPUR,12,12
DUNDI,12,12
DUMRI JUARA,12,12
DUMARI HALT,12,12
SANKOPARA H,12,12
KUP,12,12
SONAKHAN,12,12
